Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,M Phase R-HSA-68886,-0.747527571453127,-1.421374568286199,1.390977e-01,1.902024e-01,7.030000e-01,4/6,22.40%,SPC24;TUBA4B;TUBB8;TUBA3C
prerank,Mitotic Anaphase R-HSA-68882,-0.747527571453127,-1.421374568286199,1.390977e-01,1.902024e-01,7.030000e-01,4/6,22.40%,SPC24;TUBA4B;TUBB8;TUBA3C
prerank,Cell Surface Interactions At Vascular Wall R-HSA-202733,0.8697651190415587,1.4034490521192984,2.592087e-02,6.437146e-01,6.890000e-01,2/6,1.60%,ANGPT4;APOB
prerank,Signaling By Interleukins R-HSA-449147,-0.6824966551949697,-1.3570723045778958,1.511628e-01,2.299659e-01,7.920000e-01,1/8,3.60%,CCL11
prerank,Transport Of Small Molecules R-HSA-382551,0.6592353860897888,1.3507914063468007,5.612829e-02,9.187854e-01,8.720000e-01,8/21,19.00%,ABCB5;APOB;TRDN;SLC2A4;HBA1;SLC14A2;SLC5A4;SLC22A12
prerank,Visual Phototransduction R-HSA-2187338,0.8545924491967998,1.3363352450574317,5.619597e-02,8.596574e-01,9.040000e-01,2/5,2.00%,APOB;RIMBP2
prerank,Metabolism Of Carbohydrates R-HSA-71387,0.804740908749437,1.3185113611358177,8.885755e-02,8.494065e-01,9.350000e-01,4/6,12.80%,HPSE2;PYGM;LYVE1;GYS2
prerank,Metabolism Of Vitamins And Cofactors R-HSA-196854,0.7716684271550873,1.3037026320347929,9.605263e-02,8.396277e-01,9.590000e-01,2/7,2.00%,APOB;RIMBP2
prerank,Cellular Responses To Stimuli R-HSA-8953897,0.79724128761268,1.2935020615618478,9.604520e-02,8.009340e-01,9.730000e-01,2/6,8.40%,APOB;HBA1
prerank,Cellular Responses To Stress R-HSA-2262752,0.823295823091823,1.2865248004632093,1.026012e-01,7.599362e-01,9.790000e-01,2/5,8.40%,APOB;HBA1
prerank,Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,0.7448201155820607,1.2806082498530305,1.363023e-01,7.174265e-01,9.820000e-01,2/8,5.60%,APOB;PAPPA2
prerank,Nuclear Envelope (NE) Reassembly R-HSA-2995410,-0.7083865979350198,-1.2790545634325259,2.543554e-01,2.598676e-01,8.670000e-01,4/5,27.60%,TUBA4B;TUBB8;TUBA3C;TUBA3E
prerank,Sealing Of Nuclear Envelope (NE) By ESCRT-III R-HSA-9668328,-0.7083865979350198,-1.2790545634325259,2.543554e-01,2.598676e-01,8.670000e-01,4/5,27.60%,TUBA4B;TUBB8;TUBA3C;TUBA3E
prerank,Infectious Disease R-HSA-5663205,0.6411063957635876,1.2651254916633867,1.443787e-01,7.438936e-01,9.900000e-01,8/16,32.00%,ADCYAP1R1;LHCGR;CRHR2;GLP2R;ADCY8;MYH2;SCTR;HTR4
prerank,Leishmania Infection R-HSA-9658195,0.6819731080320619,1.2630129801580254,1.527778e-01,6.931144e-01,9.900000e-01,8/11,32.00%,ADCYAP1R1;LHCGR;CRHR2;GLP2R;ADCY8;MYH2;SCTR;HTR4
prerank,SLC-mediated Transmembrane Transport R-HSA-425407,0.6883685219490314,1.2446505313925669,1.639136e-01,7.367558e-01,9.930000e-01,4/10,19.00%,SLC2A4;SLC14A2;SLC5A4;SLC22A12
prerank,Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851,0.680080643175611,1.238277407431788,1.888021e-01,7.162848e-01,9.940000e-01,7/10,32.00%,ADCYAP1R1;LHCGR;CRHR2;GLP2R;ADCY8;SCTR;HTR4
prerank,"Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds R-HSA-425366",0.7749911718990153,1.2292997913217822,1.854494e-01,7.096035e-01,9.950000e-01,2/5,19.00%,SLC14A2;SLC22A12
prerank,Extracellular Matrix Organization R-HSA-1474244,-0.6277189605516623,-1.2212398842442016,2.500000e-01,2.900473e-01,9.070000e-01,4/7,5.40%,IBSP;MMP13;COL11A1;COL10A1
prerank,Olfactory Signaling Pathway R-HSA-381753,-0.6469104072188279,-1.215238530542119,2.491103e-01,2.753241e-01,9.070000e-01,1/6,0.60%,OR2B6
prerank,Vesicle-mediated Transport R-HSA-5653656,0.7534062458810517,1.2118001823331301,2.069444e-01,7.504805e-01,9.960000e-01,3/6,8.40%,APOB;SLC2A4;HBA1
prerank,Metabolism Of Amino Acids And Derivatives R-HSA-71291,0.6889943167468927,1.2117517621770675,2.165088e-01,7.065131e-01,9.960000e-01,5/8,28.60%,ASPA;DMGDH;HPD;OTC;AGXT
prerank,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821,0.6807236295197931,1.2105436247140064,2.254260e-01,6.717584e-01,9.960000e-01,7/9,32.00%,ADCYAP1R1;LHCGR;CRHR2;GLP2R;ADCY8;SCTR;HTR4
prerank,Neuronal System R-HSA-112316,0.6139243965362279,1.208781744548859,1.995249e-01,6.450811e-01,9.960000e-01,8/17,24.00%,DLGAP2;KCNB1;NRXN1;GRIK1;KCNA4;BCHE;GRIA3;ADCY8
prerank,Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,-0.6744808695394677,-1.206197047749425,2.901024e-01,2.646038e-01,9.140000e-01,3/5,27.60%,TUBB8;TUBA3C;TUBA3E
prerank,Chemokine Receptors Bind Chemokines R-HSA-380108,0.6722231626787889,1.2031185625670617,2.323492e-01,6.319463e-01,9.960000e-01,1/10,0.80%,CCL16
prerank,Class B/2 (Secretin Family Receptors) R-HSA-373080,0.735163939709907,1.1997558565182238,2.016575e-01,6.140892e-01,9.970000e-01,4/6,20.40%,ADCYAP1R1;CRHBP;CRHR2;GLP2R
prerank,Innate Immune System R-HSA-168249,0.6893356304797222,1.1830443384561002,2.516644e-01,6.455845e-01,9.990000e-01,1/8,1.60%,APOB
prerank,G Alpha (S) Signaling Events R-HSA-418555,0.6552346852033467,1.1826666890900779,2.434896e-01,6.195388e-01,9.990000e-01,7/10,32.00%,ADCYAP1R1;LHCGR;CRHR2;GLP2R;ADCY8;SCTR;HTR4
prerank,Adaptive Immune System R-HSA-1280218,0.6211083853565541,1.1730871376315781,2.667494e-01,6.275290e-01,9.990000e-01,5/13,31.20%,CLEC4G;TRIM50;KLRB1;FBXO40;LILRB5
prerank,Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,-0.5728691946103059,-1.1641354102292476,2.803030e-01,2.835821e-01,9.420000e-01,2/7,7.60%,KREMEN2;PROC
prerank,Metabolism Of Lipids R-HSA-556833,0.601782337851356,1.1379387724781602,3.188586e-01,7.219180e-01,1.000000e+00,5/12,28.60%,HSD17B13;BCHE;CYP3A4;PLA2G5;AGXT
prerank,Post-translational Protein Phosphorylation R-HSA-8957275,0.6926946867423808,1.1371328605202553,3.207283e-01,6.970311e-01,1.000000e+00,1/6,1.60%,APOB
